Respondent,Linux,Windows,Docker,Github,Slack,Jira,Overtime,EdLevel,JobSeek,DevOps,EdImpt,OpSys,OnboardGood,DevOpsImpt,OrgSize,UndergradMajor,PurchaseWhat,Learn,ConvertedComp,WorkWeekHrs,YearsCode
21058,1,1,1,1,1,1,4.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,2.0,2.0,2.0,-0.0988232157154497,0.18311005490909255,1.9566942988935716
2969,0,0,0,1,0,0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,8.0,7.0,3.0,2.0,1.2459453510833334,-0.9929870265431492,-0.08971388514219104
10354,1,0,1,1,1,0,4.0,5.0,2.0,1.0,4.0,1.0,2.0,4.0,6.0,8.0,1.0,2.0,-0.2910107123289965,-2.1690841079953906,0.49497416743945544
4981,1,1,0,1,0,0,2.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,4.0,3.0,3.0,2.0,-0.07119998292956788,1.0651828659982738,-0.869297955251053
44316,0,0,0,0,0,0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,0.0,2.0,3.0,4.0,-0.22796847766222647,-0.28732877767180415,0.49497416743945544
10781,1,1,1,1,0,0,1.0,7.0,2.0,0.0,1.0,3.0,0.0,1.0,4.0,8.0,1.0,0.0,-0.4267517780908455,0.18311005490909255,-1.4539860078326994
35011,0,0,0,1,0,0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,-0.39982865855907757,-0.11091421545396787,-0.9667459640146607
20699,1,1,1,1,1,1,1.0,1.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,-0.34355525340862525,-0.11091421545396787,-0.2846099026694065
13004,0,1,0,0,0,0,1.0,3.0,2.0,0.0,3.0,3.0,0.0,4.0,5.0,2.0,0.0,2.0,1.513053777381103,0.477134325272153,-0.08971388514219104
29457,0,1,0,1,1,0,3.0,3.0,0.0,0.0,4.0,3.0,0.0,1.0,5.0,1.0,2.0,3.0,-0.047168635534356934,0.18311005490909255,0.9822142112574941
24253,1,0,0,1,0,1,2.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,-0.27497379316725906,0.18311005490909255,-0.1871618939057988
46122,0,0,0,0,0,0,5.0,8.0,0.0,3.0,4.0,4.0,3.0,5.0,4.0,12.0,3.0,4.0,-0.4874549616111484,-0.11091421545396787,0.08569253063230296
46764,1,1,0,1,1,1,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,11.0,1.0,0.0,3.5174812280885996,-0.22852392359919205,0.20263014114863218
6972,1,1,1,1,1,0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,2.0,0.0,0.0,-0.4112755903683297,-0.11091421545396787,-0.479505920196622
36806,1,0,1,1,0,1,4.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,4.0,3.0,0.0,2.0,-0.235414190130176,-0.6989627561800887,-0.08971388514219104
7966,1,0,0,1,1,0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,-0.035100893917395175,0.18311005490909255,0.49497416743945544
6801,0,1,0,1,0,1,4.0,7.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,6.0,1.0,2.0,-0.3535282625776378,-0.11091421545396787,-0.38205791143301426
46832,1,1,0,0,1,0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,8.0,2.0,3.0,3.0,-0.4575479497778084,1.24159742821611,0.0077341236214167
62685,0,0,0,1,1,1,1.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,5.0,2.0,1.0,2.0,-0.007116389875672027,-0.11091421545396787,0.5924221762030631
8120,1,0,0,1,0,1,4.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,7.0,1.0,3.0,-0.15323739562242586,0.18311005490909255,-0.6744019377238375
44888,0,1,1,1,1,0,4.0,3.0,1.0,0.0,4.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,1.766679015700333,-0.11091421545396787,0.9822142112574941
61886,1,0,1,0,0,0,3.0,1.0,1.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,3.0,3.0,0.5135628036872317,0.18311005490909255,-0.2846099026694065
6874,1,0,0,1,0,0,4.0,9.0,0.0,2.0,3.0,1.0,2.0,0.0,7.0,12.0,3.0,0.0,-0.08988035030477852,-0.028587419752311043,0.6898701849666709
21623,0,0,0,1,1,0,4.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,-0.30590213726489557,-0.11091421545396787,-0.5769539289602298
16503,1,0,1,1,1,0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,3.0,0.0,-0.46611512512420106,-1.9926695457775545,-1.0641939727782685
27968,1,1,1,1,0,0,2.0,3.0,1.0,0.0,4.0,1.0,0.0,4.0,3.0,3.0,2.0,0.0,-0.38416823050653176,0.3595246171269288,1.4694542550755327
55976,1,1,0,1,0,0,2.0,1.0,2.0,2.0,4.0,3.0,0.0,4.0,7.0,6.0,2.0,0.0,-0.25829363494024316,1.24159742821611,-0.6744019377238375
12293,1,0,1,1,1,0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,6.0,2.0,1.0,3.0,0.22130877652002653,0.477134325272153,0.3000781499122399
43182,0,0,0,0,0,0,1.0,1.0,0.0,2.0,0.0,4.0,2.0,1.0,1.0,2.0,3.0,0.0,1.766679015700333,-0.11091421545396787,0.9822142112574941
27942,1,1,0,0,1,0,1.0,3.0,2.0,0.0,4.0,1.0,2.0,4.0,4.0,2.0,3.0,0.0,-0.48774333777989093,0.477134325272153,0.0077341236214167
12894,1,0,1,1,1,0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,8.0,1.0,2.0,-0.46957563914911143,-2.0514743998501666,-0.869297955251053
58657,1,1,0,1,1,0,3.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,3.0,7.0,1.0,2.0,-0.1472992496810692,-0.11091421545396787,-0.869297955251053
30510,1,0,1,1,1,1,2.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,2.0,1.0,2.0,0.3213120245255442,1.0651828659982738,0.7873181937302787
15495,0,1,0,1,0,0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,4.0,2.0,7.0,2.0,2.0,2.761439018137,-0.22852392359919205,1.4694542550755327
31503,0,0,0,1,1,0,1.0,5.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,7.0,1.0,3.0,0.020671858162323562,-0.11091421545396787,-0.5769539289602298
28455,0,0,0,1,1,1,3.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,0.0,-0.23662777317363415,-0.11091421545396787,-0.6744019377238375
49916,1,1,1,0,1,1,2.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,7.0,6.0,0.0,2.0,-0.44280471815084643,-1.8750598376323304,-0.08971388514219104
30844,0,1,0,1,0,1,2.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,3.0,0.0,2.0,-0.40945721841542543,0.3595246171269288,-1.0641939727782685
31006,0,1,1,0,0,0,0.0,8.0,1.0,0.0,3.0,3.0,2.0,4.0,0.0,12.0,1.0,2.0,-0.31259727064920134,-0.11091421545396787,0.41701576042856914
44424,1,1,1,1,1,1,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,-0.1513044742469377,-0.11091421545396787,-0.1871618939057988
789,1,0,1,1,1,1,1.0,3.0,2.0,0.0,4.0,1.0,1.0,0.0,6.0,7.0,2.0,0.0,-0.20737761816909656,-0.11091421545396787,-0.7718499464874452
15571,0,0,0,0,1,1,1.0,3.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,7.0,2.0,3.0,-0.37479600502239946,-0.11091421545396787,-0.6744019377238375
48694,1,1,0,1,0,1,1.0,1.0,2.0,0.0,3.0,3.0,1.0,4.0,4.0,3.0,0.0,0.0,-0.26029464513335104,-0.11091421545396787,-0.2846099026694065
11468,1,1,0,1,1,0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,-0.21738266913463605,-0.11091421545396787,-0.1871618939057988
20670,1,1,0,1,1,0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,5.0,2.0,2.0,4.0,1.0516871533692322,0.18311005490909255,-0.869297955251053
31070,0,0,1,1,0,0,4.0,3.0,2.0,0.0,0.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,-0.13272023226130789,-0.11091421545396787,0.0077341236214167
12355,0,1,0,1,0,0,4.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,-0.33187601857455273,-0.11091421545396787,-0.2846099026694065
22276,1,1,1,1,1,1,1.0,8.0,1.0,0.0,2.0,2.0,2.0,2.0,8.0,12.0,3.0,0.0,-0.22019433677987574,-0.11091421545396787,-0.6744019377238375
56628,0,1,0,1,1,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,-0.4374136858851875,-0.11091421545396787,-0.38205791143301426
37858,1,1,1,1,1,1,2.0,3.0,3.0,0.0,4.0,3.0,0.0,2.0,7.0,6.0,2.0,0.0,-0.15146147904991972,1.0651828659982738,0.5924221762030631
13406,1,1,0,1,1,0,4.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,5.0,9.0,0.0,0.0,-0.37902552216395663,-0.22852392359919205,-0.1871618939057988
22923,1,1,1,1,1,1,2.0,3.0,2.0,2.0,4.0,1.0,2.0,0.0,5.0,2.0,1.0,0.0,-0.09698962390919509,0.12430520083648046,0.49497416743945544
21278,1,0,1,1,1,0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,-0.32755037604341475,-0.4049384858170283,0.0077341236214167
4129,0,0,1,1,1,0,2.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,7.0,12.0,1.0,0.0,7.5227057939570905,0.18311005490909255,-0.7718499464874452
29923,0,1,0,1,1,1,2.0,3.0,2.0,2.0,0.0,3.0,2.0,0.0,3.0,7.0,2.0,0.0,-0.22888567408781035,-0.6989627561800887,0.49497416743945544
16271,1,0,1,1,1,0,2.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,7.0,2.0,1.0,3.0,-0.2755705716275735,-0.11091421545396787,-0.9667459640146607
52139,1,1,1,1,1,1,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,8.0,2.0,0.0,-0.30654297319543455,-0.11091421545396787,-0.869297955251053
54577,1,0,0,0,1,1,3.0,2.0,1.0,2.0,3.0,1.0,0.0,4.0,2.0,8.0,1.0,2.0,0.20796577140129224,0.1595881132800478,2.4439343427116103
54235,1,0,1,1,1,1,2.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.032935855783012884,1.0651828659982738,-0.7718499464874452
25983,1,1,1,1,0,1,2.0,1.0,2.0,2.0,4.0,3.0,0.0,4.0,7.0,6.0,2.0,2.0,-0.240957420929338,0.06550034676386837,-0.5769539289602298
57954,1,0,1,1,0,0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.2932754525644648,0.477134325272153,-0.38205791143301426
24728,1,1,0,1,1,0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,7.0,1.0,0.0,-0.09497499595256324,0.18311005490909255,-0.6744019377238375
30737,1,0,0,1,0,0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,5.0,3.0,1.0,2.0,-0.41862918267126425,0.18311005490909255,-0.869297955251053
6993,1,1,1,1,1,1,1.0,2.0,1.0,0.0,0.0,1.0,2.0,4.0,3.0,6.0,3.0,3.0,3.5174812280885996,6.945668273259483,3.515862439111295
9343,1,1,1,0,1,0,4.0,3.0,2.0,0.0,4.0,1.0,2.0,0.0,5.0,2.0,2.0,2.0,-0.375176501356157,-0.11091421545396787,0.49497416743945544
39665,1,1,1,1,1,1,5.0,9.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0,12.0,1.0,1.0,2.219788468747209,-0.14619712789753522,3.515862439111295
26255,0,1,1,1,1,0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,0.0,-0.4098096781772218,-0.11091421545396787,-0.869297955251053
40959,1,0,1,1,0,1,2.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,-0.4597708494118654,-2.1690841079953906,-0.38205791143301426
9718,0,1,0,0,0,0,2.0,3.0,2.0,0.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,-0.3214464138050312,0.7711585956352134,0.49497416743945544
1978,1,1,1,1,1,0,0.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,4.0,3.0,1.0,3.0,-0.02714251270501448,-0.11091421545396787,0.0077341236214167
27273,1,0,1,1,0,1,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,-0.4451597901955771,-1.2870112969062095,-0.869297955251053
15050,0,1,0,1,1,0,0.0,3.0,1.0,0.0,4.0,3.0,0.0,2.0,7.0,2.0,2.0,0.0,-0.25396639031927887,-0.4049384858170283,0.49497416743945544
29474,1,0,1,1,1,0,1.0,1.0,2.0,0.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,-0.17418151592226536,0.06550034676386837,-0.7718499464874452
936,1,1,1,1,1,1,1.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,5.0,2.0,2.0,0.0,0.1931448384177525,-0.4049384858170283,0.49497416743945544
60204,0,1,1,1,1,0,0.0,4.0,1.0,2.0,5.0,2.0,2.0,2.0,4.0,12.0,0.0,0.0,2.619569958789372,-0.11091421545396787,1.9566942988935716
11502,0,1,0,1,0,0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,-0.18360260514610122,6.945668273259483,0.0077341236214167
53954,0,1,0,1,0,0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,7.0,2.0,3.0,0.032935855783012884,-0.11091421545396787,1.4694542550755327
19368,1,0,1,1,1,1,3.0,5.0,2.0,0.0,4.0,2.0,0.0,4.0,3.0,2.0,0.0,2.0,0.31330157539380726,-0.11091421545396787,2.4439343427116103
10384,0,1,1,1,0,1,1.0,3.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,1.766679015700333,-0.11091421545396787,0.9822142112574941
448,1,0,0,1,1,0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,7.0,1.0,0.0,0.0,1.8419636197751363,-0.11091421545396787,1.4694542550755327
3964,1,0,1,1,0,1,2.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,5.0,3.0,2.0,2.0,-0.280987237330454,0.18311005490909255,-1.0641939727782685
54466,0,1,0,1,0,0,2.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,-0.4668360655460574,-0.3461336317444162,-0.869297955251053
48700,1,1,1,1,1,0,1.0,3.0,2.0,0.0,4.0,3.0,1.0,4.0,1.0,8.0,0.0,0.0,-0.2755705716275735,-0.11091421545396787,-0.9667459640146607
24385,1,1,1,1,1,1,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,7.5227057939570905,0.477134325272153,0.0077341236214167
57373,1,1,0,1,0,0,4.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,5.0,2.0,2.0,0.0,-0.3666253469080278,-0.11091421545396787,0.49497416743945544
30901,1,1,0,1,1,1,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,-0.2755705716275735,-0.11091421545396787,-0.9667459640146607
1549,1,1,1,1,0,0,0.0,3.0,2.0,2.0,4.0,3.0,2.0,0.0,2.0,6.0,2.0,2.0,0.03429603004558184,0.036097919727562336,0.5924221762030631
53064,1,0,1,1,1,1,1.0,8.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,12.0,2.0,0.0,-0.35561898980102113,-0.11091421545396787,0.20263014114863218
22834,1,1,1,1,0,1,3.0,1.0,0.0,2.0,4.0,3.0,2.0,0.0,6.0,2.0,0.0,0.0,-0.29886335561283833,-0.11091421545396787,-1.0641939727782685
49537,0,0,0,1,1,1,0.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,2.0,8.0,1.0,0.0,-0.2454072254220179,-0.4049384858170283,-0.9667459640146607
3025,1,0,1,1,0,0,4.0,5.0,2.0,0.0,0.0,2.0,0.0,4.0,7.0,8.0,0.0,2.0,-0.19996795272223986,-0.11091421545396787,0.49497416743945544
16109,0,0,1,1,0,0,4.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,10.0,0.0,2.0,-0.33187601857455273,-0.11091421545396787,-0.869297955251053
9683,0,1,0,0,0,1,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,1.0,0.0,-0.33187601857455273,-0.28732877767180415,-1.3565379990690918
6564,1,1,0,1,1,1,1.0,5.0,2.0,2.0,3.0,1.0,2.0,0.0,5.0,1.0,2.0,0.0,-0.3858504248241965,-0.11091421545396787,-1.259089990305484
36289,0,1,0,1,1,1,2.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,7.0,3.0,0.0,3.0,-0.16732537251041166,0.18311005490909255,-0.5769539289602298
61182,1,1,1,1,1,0,0.0,3.0,1.0,0.0,4.0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,-0.2171984288046061,-0.11091421545396787,0.7873181937302787
16436,1,0,1,1,0,0,4.0,2.0,1.0,0.0,4.0,1.0,2.0,0.0,5.0,2.0,0.0,2.0,-0.4459287933122239,-0.11091421545396787,-0.479505920196622
49345,1,1,1,1,0,1,4.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,6.0,1.0,0.0,-0.3666253469080278,-0.11091421545396787,0.3975261586758477
44600,0,0,0,0,0,0,2.0,3.0,3.0,2.0,4.0,4.0,0.0,1.0,1.0,2.0,3.0,4.0,-0.18467200010518808,0.477134325272153,0.20263014114863218
34060,1,1,0,0,0,1,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,6.0,2.0,2.0,-0.29739023401751186,0.19487102572361512,-0.869297955251053
48705,0,1,0,0,0,0,3.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,6.0,2.0,1.0,3.0,-0.44847611613611627,-0.11091421545396787,0.3000781499122399
14689,0,1,0,0,1,1,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,0.0,2.0,-0.23406442945147832,-0.28732877767180415,2.4439343427116103
47822,0,1,0,1,0,0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,5.0,2.0,1.0,0.0,-0.0191320635732775,-0.11091421545396787,0.6898701849666709
24925,1,1,1,1,1,0,1.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,-0.06676459724532513,-1.4046210050514338,-0.869297955251053
12599,1,0,1,1,1,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,-0.14570917552841942,-0.11091421545396787,0.49497416743945544
42872,0,0,0,0,0,0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,0.04743076348689095,-0.22852392359919205,1.9566942988935716
49333,1,0,1,1,1,1,1.0,5.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,7.0,2.0,0.0,-0.25477144045701844,-0.25792635063549807,-0.5769539289602298
23213,0,0,0,0,0,1,1.0,3.0,1.0,0.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,0.0,-0.33415098612796607,-0.01682644893778846,-0.08971388514219104
30870,0,1,0,0,0,0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,8.0,1.0,4.0,-0.3881614393987026,-1.9926695457775545,-1.0641939727782685
26631,1,1,0,1,0,0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,5.0,2.0,2.0,0.0,-0.44289363413620875,-0.11091421545396787,-0.869297955251053
25580,1,1,0,1,0,0,4.0,3.0,1.0,0.0,4.0,3.0,2.0,0.0,5.0,2.0,0.0,0.0,-0.1072470040223843,-0.11091421545396787,0.3000781499122399
51781,1,0,1,1,1,1,4.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,4.0,0.1931448384177525,0.477134325272153,1.4694542550755327
23094,1,1,1,1,1,1,4.0,1.0,2.0,0.0,3.0,3.0,0.0,4.0,2.0,2.0,3.0,0.0,0.02996798437970433,-0.11091421545396787,0.5924221762030631
21226,1,0,0,1,0,0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,4.0,6.0,2.0,0.0,2.0,-0.23051339735137932,0.18311005490909255,-0.5769539289602298
63230,0,0,0,0,0,0,5.0,3.0,3.0,3.0,1.0,4.0,3.0,5.0,0.0,2.0,3.0,4.0,0.834977268828699,-0.22852392359919205,0.3000781499122399
60386,1,0,1,1,1,1,1.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,7.0,0.0,2.0,2.0,0.14908736819319912,-0.11091421545396787,0.0077341236214167
29332,1,0,1,1,1,1,4.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,5.0,7.0,1.0,2.0,2.9291778229555723,-0.11091421545396787,-0.9667459640146607
60910,0,0,0,0,0,0,4.0,1.0,2.0,2.0,2.0,4.0,0.0,4.0,3.0,3.0,3.0,4.0,-0.31998450683848917,0.477134325272153,-0.7718499464874452
30760,1,0,1,1,1,1,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,-0.46279879918366196,-0.11091421545396787,-0.479505920196622
13310,1,0,1,0,1,0,4.0,3.0,1.0,0.0,0.0,2.0,2.0,4.0,4.0,7.0,0.0,0.0,-0.36306870749353654,0.18311005490909255,0.0077341236214167
19711,0,0,1,1,1,1,0.0,3.0,1.0,2.0,3.0,2.0,2.0,0.0,7.0,2.0,1.0,2.0,0.5485588538539643,-0.11091421545396787,1.6643502726027484
25768,1,0,0,1,0,0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,-0.14109275369379937,0.06550034676386837,0.20263014114863218
24887,1,1,0,1,1,0,4.0,3.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,8.0,0.0,2.0,-0.059184309231962405,-0.4049384858170283,0.0077341236214167
12011,1,0,0,1,1,0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,-0.4642406800273746,-0.11091421545396787,-0.869297955251053
27991,1,1,1,1,0,0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,8.0,5.0,3.0,3.0,0.4971117443053836,-0.4049384858170283,1.9566942988935716
14477,1,0,1,1,0,1,1.0,3.0,2.0,0.0,4.0,1.0,1.0,0.0,4.0,7.0,0.0,2.0,-0.17711414134939424,-0.22852392359919205,-0.479505920196622
34504,1,1,0,1,1,1,0.0,5.0,2.0,0.0,3.0,2.0,0.0,1.0,7.0,8.0,1.0,2.0,-0.1472992496810692,-0.11091421545396787,0.0077341236214167
7914,0,1,0,1,1,0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,4.0,5.0,2.0,0.0,0.0,-0.21931318737538466,-2.1102792539227786,-1.1616419815418761
26168,1,0,1,1,1,0,2.0,5.0,1.0,2.0,0.0,1.0,2.0,0.0,6.0,3.0,0.0,2.0,-0.27992024550610667,0.7711585956352134,-0.6744019377238375
23961,1,0,1,1,0,1,2.0,3.0,1.0,0.0,1.0,4.0,2.0,0.0,6.0,3.0,1.0,2.0,-0.20814261606117745,0.18311005490909255,0.3000781499122399
18660,1,1,1,1,1,0,4.0,1.0,2.0,0.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,0.0,-0.3924910871544065,0.18311005490909255,-0.5769539289602298
33770,0,1,0,1,0,1,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,7.0,12.0,2.0,2.0,-0.20945232449421644,0.006695492691256291,-0.1871618939057988
45708,1,0,0,1,1,0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,-0.44300898460370575,1.6532314067243947,-1.0641939727782685
62654,0,0,0,0,0,0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,0.0,10.0,3.0,4.0,-0.14411028988172472,-0.3461336317444162,0.49497416743945544
14640,0,1,0,1,0,1,4.0,3.0,2.0,0.0,4.0,3.0,1.0,1.0,5.0,6.0,1.0,3.0,-0.16829703999009138,-0.11091421545396787,-0.7718499464874452
47328,1,0,1,1,0,1,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,-0.25944553752538696,1.3592071363613343,-0.9667459640146607
31182,0,0,0,1,1,1,2.0,3.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.2787965657588502,1.0651828659982738,-0.2846099026694065
54047,1,0,1,1,0,0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0,2.0,0.0,-0.3656640930122193,0.18311005490909255,-0.38205791143301426
32966,0,1,0,0,1,0,4.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,3.0,2.0,0.0,2.0,-0.22693112449966654,-0.11091421545396787,1.9566942988935716
58835,1,0,1,1,1,0,2.0,3.0,2.0,0.0,4.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,-0.1585795641483812,0.7711585956352134,0.8847662024938864
55787,1,1,0,1,0,0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,6.0,7.0,2.0,3.0,-0.3145614327763033,0.18311005490909255,0.49497416743945544
13466,1,1,0,1,1,0,4.0,5.0,1.0,0.0,4.0,3.0,2.0,0.0,8.0,7.0,3.0,4.0,-0.25477144045701844,-0.11091421545396787,0.6898701849666709
54118,1,0,1,1,1,1,2.0,1.0,2.0,2.0,4.0,2.0,2.0,0.0,5.0,2.0,0.0,0.0,-0.2720187384825613,2.2412799474505154,1.9566942988935716
45254,0,1,1,1,1,1,4.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,5.0,6.0,0.0,2.0,0.10502989796864572,0.477134325272153,1.4694542550755327
46543,1,1,1,1,0,1,3.0,5.0,1.0,0.0,4.0,3.0,2.0,4.0,7.0,2.0,0.0,2.0,-0.17081792833184897,-0.22852392359919205,1.4694542550755327
43816,1,1,0,1,0,1,3.0,3.0,2.0,2.0,0.0,1.0,2.0,4.0,8.0,2.0,3.0,0.0,0.8501939179993467,-0.11091421545396787,2.4439343427116103
33788,0,0,0,1,0,0,2.0,3.0,1.0,1.0,3.0,2.0,0.0,4.0,2.0,6.0,1.0,0.0,0.5135628036872317,0.477134325272153,-1.1616419815418761
25000,0,1,0,0,0,0,3.0,2.0,1.0,0.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,-0.2984163725512874,-0.37553605878072227,0.0077341236214167
30950,1,1,0,1,0,0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,9.0,2.0,1.0,4.0,-0.46496162044923095,-0.11091421545396787,-0.7718499464874452
19652,1,0,0,1,0,0,2.0,1.0,0.0,3.0,0.0,2.0,3.0,0.0,8.0,2.0,3.0,2.0,-0.16827861595708837,-0.14031664249027392,1.4694542550755327
39139,0,0,0,0,0,0,0.0,1.0,2.0,2.0,4.0,4.0,1.0,0.0,5.0,6.0,3.0,3.0,-0.44756292493509825,-0.11091421545396787,-1.0641939727782685
